Week_number,Product_0979,Product_0993,Product_1157,Product_1159,Product_1938,Quarter,Season,Total_Revenue,Product_0979_MA_3,Product_0979_MA_5,Product_0979_LR,Product_0993_MA_3,Product_0993_MA_5,Product_0993_LR,Product_1157_MA_3,Product_1157_MA_5,Product_1157_LR,Product_1159_MA_3,Product_1159_MA_5,Product_1159_LR,Product_1938_MA_3,Product_1938_MA_5,Product_1938_LR
25,2800,0,110000,60000,10,2,mùa Hạ,172810,7500.0,10080.0,9.406300691539315,66.66666666666667,160.0,9.406300691539315,180000.0,158000.0,9.406300691539315,26666.666666666668,28000.0,9.406300691539315,14.666666666666666,10.6,9.406300691539315
26,22800,400,20000,70000,14,2,mùa Hạ,113214,14266.666666666666,12400.0,9.455946384359258,133.33333333333334,180.0,9.455946384359258,60000.0,126000.0,9.455946384359258,50000.0,40000.0,9.455946384359258,17.666666666666668,13.2,9.455946384359258
27,5400,400,50000,20000,6,3,mùa Hạ,75806,10333.333333333334,10140.0,9.505592077179202,266.6666666666667,200.0,9.505592077179202,60000.0,122000.0,9.505592077179202,50000.0,34000.0,9.505592077179202,10.0,12.8,9.505592077179202
28,16000,100,130000,90000,5,3,mùa Hạ,236105,14733.333333333334,12840.0,9.555237769999145,300.0,180.0,9.555237769999145,66666.66666666667,72000.0,9.555237769999145,60000.0,52000.0,9.555237769999145,8.333333333333334,12.8,9.555237769999145
29,3400,0,50000,60000,2,3,mùa Hạ,113402,8266.666666666666,10080.0,9.604883462819089,166.66666666666666,180.0,9.604883462819089,76666.66666666667,72000.0,9.604883462819089,56666.666666666664,60000.0,9.604883462819089,4.333333333333333,7.4,9.604883462819089
30,9200,200,20000,10000,6,3,mùa Hạ,39406,9533.333333333334,11360.0,9.654529155639032,100.0,220.0,9.654529155639032,66666.66666666667,54000.0,9.654529155639032,53333.333333333336,50000.0,9.654529155639032,4.333333333333333,6.6,9.654529155639032
31,13500,200,30000,110000,2,3,mùa Hạ,153702,8700.0,9500.0,9.704174848458978,133.33333333333334,180.0,9.704174848458978,33333.333333333336,56000.0,9.704174848458978,60000.0,58000.0,9.704174848458978,3.3333333333333335,4.2,9.704174848458978
32,1700,100,200000,60000,2,3,mùa Hạ,261802,8133.333333333333,8760.0,9.753820541278921,166.66666666666666,120.0,9.753820541278921,83333.33333333333,86000.0,9.753820541278921,60000.0,66000.0,9.753820541278921,3.3333333333333335,3.4,9.753820541278921
33,3900,0,40000,0,12,3,mùa Hạ,43912,6366.666666666667,6340.0,9.803466234098865,100.0,100.0,9.803466234098865,90000.0,68000.0,9.803466234098865,56666.666666666664,48000.0,9.803466234098865,5.333333333333333,4.8,9.803466234098865
34,12000,0,200000,10000,11,3,mùa Hạ,222011,5866.666666666667,8060.0,9.853111926918809,33.333333333333336,100.0,9.853111926918809,146666.66666666666,98000.0,9.853111926918809,23333.333333333332,38000.0,9.853111926918809,8.333333333333334,6.6,9.853111926918809
35,19500,0,40000,150000,6,3,mùa Hạ,209506,11800.0,10120.0,9.902757619738752,0.0,60.0,9.902757619738752,93333.33333333333,102000.0,9.902757619738752,53333.333333333336,66000.0,9.902757619738752,9.666666666666666,6.6,9.902757619738752
36,5100,0,60000,70000,2,3,mùa Thu,135102,12200.0,8440.0,9.952403312558696,0.0,20.0,9.952403312558696,100000.0,108000.0,9.952403312558696,76666.66666666667,58000.0,9.952403312558696,6.333333333333333,6.6,9.952403312558696
37,2400,300,230000,70000,14,3,mùa Thu,302714,9000.0,8580.0,10.00204900537864,100.0,60.0,10.00204900537864,110000.0,114000.0,10.00204900537864,96666.66666666667,60000.0,10.00204900537864,7.333333333333333,9.0,10.00204900537864
38,2000,600,40000,60000,5,3,mùa Thu,102605,3166.6666666666665,8200.0,10.051694698198583,300.0,180.0,10.051694698198583,110000.0,114000.0,10.051694698198583,66666.66666666667,72000.0,10.051694698198583,7.0,7.6,10.051694698198583
39,20100,300,190000,50000,18,3,mùa Thu,260418,8166.666666666667,9820.0,10.101340391018526,400.0,240.0,10.101340391018526,153333.33333333334,112000.0,10.101340391018526,60000.0,80000.0,10.101340391018526,12.333333333333334,9.0,10.101340391018526
40,11700,300,30000,140000,0,4,mùa Thu,182000,11266.666666666666,8260.0,10.15098608383847,400.0,300.0,10.15098608383847,86666.66666666667,110000.0,10.15098608383847,83333.33333333333,78000.0,10.15098608383847,7.666666666666667,7.8,10.15098608383847
41,4800,300,10000,50000,16,4,mùa Thu,65116,12200.0,8200.0,10.200631776658414,300.0,360.0,10.200631776658414,76666.66666666667,100000.0,10.200631776658414,80000.0,74000.0,10.200631776658414,11.333333333333334,10.6,10.200631776658414
42,6000,300,300000,120000,8,4,mùa Thu,426308,7500.0,8920.0,10.250277469478357,300.0,360.0,10.250277469478357,113333.33333333333,114000.0,10.250277469478357,103333.33333333333,84000.0,10.250277469478357,8.0,9.4,10.250277469478357
43,9700,0,50000,80000,3,4,mùa Thu,139703,6833.333333333333,10460.0,10.2999231622983,200.0,240.0,10.2999231622983,120000.0,116000.0,10.2999231622983,83333.33333333333,88000.0,10.2999231622983,9.0,9.0,10.2999231622983
44,24500,0,20000,60000,17,4,mùa Thu,104517,13400.0,11340.0,10.349568855118244,100.0,180.0,10.349568855118244,123333.33333333333,82000.0,10.349568855118244,86666.66666666667,90000.0,10.349568855118244,9.333333333333334,8.8,10.349568855118244
45,4300,300,30000,20000,19,4,mùa Thu,54619,12833.333333333334,9860.0,10.399214547938188,100.0,180.0,10.399214547938188,33333.333333333336,82000.0,10.399214547938188,53333.333333333336,66000.0,10.399214547938188,13.0,12.6,10.399214547938188
46,7200,0,150000,0,12,4,mùa Thu,157212,12000.0,10340.0,10.448860240758131,100.0,120.0,10.448860240758131,66666.66666666667,110000.0,10.448860240758131,26666.666666666668,56000.0,10.448860240758131,16.0,11.8,10.448860240758131
47,7600,100,160000,20000,2,4,mùa Thu,187702,6366.666666666667,10660.0,10.498505933578077,133.33333333333334,80.0,10.498505933578077,113333.33333333333,82000.0,10.498505933578077,13333.333333333334,36000.0,10.498505933578077,11.0,10.6,10.498505933578077
48,5400,0,190000,30000,19,4,mùa Thu,225419,6733.333333333333,9800.0,10.54815162639802,33.333333333333336,80.0,10.54815162639802,166666.66666666666,110000.0,10.54815162639802,16666.666666666668,26000.0,10.54815162639802,11.0,13.8,10.54815162639802
49,22900,100,130000,40000,4,4,mùa Đông,193004,11966.666666666666,9480.0,10.597797319217964,66.66666666666667,100.0,10.597797319217964,160000.0,132000.0,10.597797319217964,30000.0,22000.0,10.597797319217964,8.333333333333334,11.2,10.597797319217964
50,11300,100,40000,10000,9,4,mùa Đông,61409,13200.0,10880.0,10.647443012037908,66.66666666666667,60.0,10.647443012037908,120000.0,134000.0,10.647443012037908,26666.666666666668,20000.0,10.647443012037908,10.666666666666666,9.2,10.647443012037908
51,19000,100,230000,10000,29,4,mùa Đông,259129,17733.333333333332,13240.0,10.697088704857851,100.0,80.0,10.697088704857851,133333.33333333334,150000.0,10.697088704857851,20000.0,22000.0,10.697088704857851,14.0,12.6,10.697088704857851
52,5200,0,10000,10000,9,4,mùa Đông,25209,11833.333333333334,12760.0,10.746734397677795,66.66666666666667,60.0,10.746734397677795,93333.33333333333,120000.0,10.746734397677795,10000.0,20000.0,10.746734397677795,15.666666666666666,14.0,10.746734397677795
